SmartProductTabs,SmartProductTabs
General,General
"Enable SmartProductTabs","Enable SmartProductTabs"
"Attributes for SmartProductTabs Tab 1","Attributes for SmartProductTabs Tab 1"
"Tab Name for Tab 1","Tab Name for Tab 1"
"Attributes for SmartProductTabs Tab 2","Attributes for SmartProductTabs Tab 2"
"Tab Name for Tab 2","Tab Name for Tab 2"
"Attributes for SmartProductTabs Tab 3","Attributes for SmartProductTabs Tab 3"
"Tab Name for Tab 3","Tab Name for Tab 3"
